hedge,sentence,usage_a,usage_b,gold,hedge_gold
"deberias","Hasta ahora, los traidores (los enemigos en casa, incluso los señores de la casa y buena parte del servicio) han trabajado contra España, y no se ve ni asomo de Don Quijote con su Rocinante Si o tarda en asomar, o los señores de la casa no rectifican, los secesionistas (gracias a estas elecciónes y más si nada cambia en las que viene) estarán cada vez mejor pertrechados jurídicamente, políticamente, diplomáticamente y militar y armamentísticamente: ¡nosotros les pagamos las armas con las que nos destrozarán si está en sus manos), y las escuelas y medios con que fabricar enemigos de España cada vez más enconados Alguien debería azuzar al PP, azuzar a la parte salvable del PSOE, y dar marcha atrás de lo contrario no parece que quepa esperar mucho del Próximo Advenimiento (Milagro Electoral) Pero estamos como al principio, en <strong>deberias</strong>, en convendría que, en sería bueno que ¿Solo nos cabe medrar en el análisis?","Deberías considerar otra solución.","Tu deberías imaginar un mundo sin violencia.",FALSE,FALSE
"siento","Finalmente: <strong>siento</strong> no haber podido contestar a tu pregunta tal y como la planteabas, pero espero seguir discutiendo contigo y con otros, a pesar de que me levanto sólo un cuarto de hora más tarde que tú.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"varios","Las tesis históricas y filológicas de Ribero-Meneses han recibido en los últimos años <strong>varios</strong> importantes refrendos internacionales, al existir un número creciente de genetistas, antropólogos y filólogos europeos y norteamericanos que comparten sus tesis respecto al origen del lenguaje y de la civilización.","Tenemos varios servicios disponibles.","Otro",FALSE,FALSE
"mas o menos","Lo usa todo a su peculiar manera... pero eso hacen también las otras esencias en tanto todas están <strong>mas o menos</strong> atravesadas de alguna dosis de religamiento, de religión.","Me dijeron más o menos qué tengo que hacer. (poco específico)","Usa más o menos azúcar de acuerdo a tu gusto. (cantidad concreta)",FALSE,FALSE
"asumo","En primer lugar no sé si niega las tesis que yo <strong>asumo</strong> (tampoco explicita las contradicciones en las que, supuestamente, caigo):","Yo asumo que me darán un aumento. (posibilidad)","Yo asumo la posición de director. (acción)",FALSE,FALSE
"un par","En <strong>un par</strong> de generaciones no desaparece hasta el último vestigio.","Tengo un par de sugerencias. (no es clara la cantidad, puede ser mayor a dos)","La tercia vence al par en un juego de póquer. (dos)",FALSE,FALSE
"podria","De hecho hay algo que podría convencerme y me va a hacer pensar durante un buen rato: el carácter revolucionario que tendría ese mero hecho de ""ejercer verdadera filosofía en español &lt;&lt;en el ambito del imperio realmente existente&gt;&gt;"" Martín esta vez me ha enseñado algo: que, efectivamente, el contenido <strong>podria</strong> ayudarme a entender el lema.","Esta ruta podría ser peligrosa. (posibilidad)","Yo podría imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"supongo","En todo caso tenemos el testimonio de Barrionuevo, y <strong>supongo</strong> que también de Martín Villa, y de bastantes más.","Supongo que hay que esperar. (juicio)","Yo no supongo nada para la comunidad. (aportación)",FALSE,FALSE
"algun","Por los foros de educación de la página del Partido Popular, he podido saber que en Navarra hay también <strong>algun</strong> movimiento contra la eliminación de la Filosofía en la Enseñanza Media.","Algún lápiz habrá caído por la abertura.","Otro",FALSE,FALSE
"algunos","O sea como alternativa a la catequesis, término que por su falsa conciencia rehuían <strong>algunos</strong> de los invitados al programa.","Algunos dicen que murió ahogado.","Otro",FALSE,FALSE
"tal vez","Su escepticismo (el del liberalismo actual y <strong>tal vez</strong> del clásico) es conservadurismo puro.","Tal vez sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"probablemente ","La cosa es clara: LA (porque solo hay una) LA (porque hay varias y se cae en el mito); LA no habiendo ninguna, otra forma de mito Comprendo que viniendo de donde viene el LA <strong>probablemente </strong>no sea muestra de mitificación, pero me gustaría comprobarlo leyendo las respuestas de quienes parecen aquí defender ese proyecto.","Probablemente sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"usualmente","Claro, claro, claro... sucede que la Idea de Estado que maneja <strong>usualmente</strong> un liberal en su deliberadamente confuso discurso, deliberadamente ideológico, es por completo distinta a la que manejamos, o deberíamos manejar aquí nosotros, en los foros de filosofía de Nódulo Materialista.","Usualmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"ocasionalmente","Regenta un decadente gimnasio y hace <strong>ocasionalmente</strong> de entrenador y manager de boxeadores, asistido por Scrap (Morgan Freeman), un exboxeador con el que Dunn se siente en deuda.","Ocasionalmente visito a mis tíos en España.","Otro",FALSE,FALSE
"seguido","El liberalismo ha <strong>seguido</strong> progresando, a pesar de todas las críticas mucho más razonables que él que se le han opuesto.","Mis padres me visitan muy seguido.","Otro",FALSE,FALSE
"siento","Naturalmente que lo somos, monseñor, y, además, como en mi caso, un tanto degenerados y corruptos, anclados en la depravación del vicio y en cierta tendencia hacia la carnaca...lo <strong>siento</strong>, monseñor, pero confieso que tengo pensamientos impuros: a veces sueño con mujeres desnudas y entregadas a mis encantos.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"virtualmente","Por tanto, la porción de la naturaleza que representa riqueza debe entenderse como una diminuta fracción que empieza <strong>virtualmente</strong> en cero e incluso aunque desde entonces se haya multiplicado en varios centenares, todavía es virtualmente cero cuando se considera cuán pequeña es la porción de masa terráquea, no digamos del Universo, que está sometida al control del hombre y cuán lejos está el hombre de entender todos los aspectos y utilidades potenciales de lo que ha llegado a estar bajo su control.","Es virtualmente imposible cruzar el río.","Yo me comunico virtualmente a través de mi computadora.",FALSE,FALSE
"un poco","Ayer el Sr. Bono, el vendedor de las &lt; tres barquichuelas&gt; a la revolucionaria Venezuela (?), en el canal 33 catalán, habló de todo <strong>un poco</strong> y de todo lo que dijo y logré escuchar yo estoy plenamente más o menos de acuerdo.","Es un poco atrevido hablarle de esa manera. (juicio)","Preparé un poco de caldo para la comida. (cantidad concreta)",FALSE,FALSE
"tal vez","Aunque para copmpletar a Balzac, <strong>tal vez</strong> hubiera que decir: Inventa, crea, y morirás perseguido como un criminal [si bien la sociedad se aprovechara antes o después.","Tal vez sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"entiendo","Pues por devenir <strong>entiendo</strong> el curso evolutivo de algo (en este caso la filosofía) por medio del cual poder entender dialécticamente la esencia o estructura de ese algo.","Como yo lo entiendo, me quedaré en tu casa mañana. (juicio)","Yo entiendo la tarea de matemáticas. (comprensión)",FALSE,FALSE
"principalmente","Yo estoy teniendo en cuenta <strong>principalmente</strong> lo que vale la casa en el mercado a la hora de iniciar el intercambio económico en el trueque.","El orégano se usa principalmente como condimento.","Otro",FALSE,FALSE
"alguno","Y si <strong>alguno</strong> de ellos entra en los foros estoy seguro de que los recibiremos con los brazos abiertos.","Pedro no dejó rastro alguno.","Otro",FALSE,FALSE
"virtualmente","El progressus tiene un límite, pero el reconocimiento de ese límite como no contradictorio con la identidad que se desarrolla, implica suponer, siquiera <strong>virtualmente</strong>, la continuación indefinida del proceso de desarrollo, pues es esta virtual continuación indefinida la que sí resultaría, entonces, contradictoria con el límite.","Es virtualmente imposible cruzar el río.","Yo me comunico virtualmente a través de mi computadora.",FALSE,FALSE
"siento","Además de que no veo la necesidad de hablar de «conciencia filosófica», en lugar de filosofía, eso de que «no actúa jamás en contra de la Sociedad» puedo aceptarlo porque ni a mí ni a ningún anarquista se nos ocurriría hacerlo (por mucho que nos lo achaquen), pero que «la Sociedad desde los albores de la Historia» sea «el Estado», lo <strong>siento</strong>, pero ni yo ni ningún historiador podemos aceptarlo.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"creo","Seguidamente creo ver en el film una sugerencia de enamoramiento ideal (ideal en el sentido de 'arquetípico', o también 'bonito', o también 'muy profundo y sincero': que no <strong>creo</strong> aludir a Fichte vaya).","Yo creo que hay que esperar. (juicio)","Yo creo en la resurrección de Jesucristo. (creencia)",FALSE,FALSE
"bastantes","Leyendo y meditando todo lo que se está hablando y escribiendo en contra o a favor del catalán y el vasco (también y por ahora, en menor escala, la enfermedad se contagia en Galicia, Región Valenciana e islas Baleares)... uno no tiene por menos que echarse a reír, puesto que es sencillo para cualquiera medio inteligente... yo mismo, si hubiese un idioma ya adoptado mundialmente y que estuviese establecido, para hablarlo en todos los lugares donde un viajero puede necesitar ayuda o servicios... yo mismo, digo... con mis casi sesenta y ocho años, me apresuraría a aprenderlo antes de morir... pero con EL ESPAÑOL que poseo; he viajado por <strong>bastantes</strong> países y al principio se hablaba menos, pero en el último viaje al extranjero (y ya hace varios años), se habla el español casi a la par que el inglés.","Hay bastantes cosas por hacer.","Otro",FALSE,FALSE
"algunos","Es el caso de Alberto Hidalgo, que se mantuvo en los márgenes del sistema en la primera oleada, en la que se incorporó, y también en la segunda, pero al comenzar la tercera en 1996, se ha desligado por completo del mismo, pues tratar de justificar el pacifismo fundamentalista o la viscosa ideología socialdemócrata con citas de alguna obra de Gustavo Bueno, o pretender sentar cátedra sobre el sistema usando a autores nada materialistas como Derrida en <strong>algunos</strong> de los artículos que cita J. Ramón Esquinas, desde luego que le alejan por completo del sistema.","Algunos dicen que murió ahogado.","Otro",FALSE,FALSE
"algunos","""Las relaciones entre la filosofía y el socialismo, que para <strong>algunos</strong> serán sólo un modo determinado de establecerse las relaciones entre el conocimiento especulativo y el práctico, parecen en cualquier caso, externas a nuestro asunto, puesto que cabe citar formas eminentes de filosofía no socialista....así como también formas de socialismo intrínsecamente antifilosófico (como pudieran serlo los socialismos fundamentalistas islámicos, por no decir cristianos).","Algunos dicen que murió ahogado.","Otro",FALSE,FALSE
"diria","Yo <strong>diria</strong> -hablando vulgarmente- que vamos hacia la mierda.","Yo diría que hay que esperar. (juicio)","Mi padre diría que eso está mal. (acción)",FALSE,FALSE
"confio","2. Confío en tí, también; <strong>confio</strong> en el diálogo entre personas razonables dispuestas a reconocer el acierto ajeno y el error propio.","Yo confío en que todo saldrá bien. (posibilidad)","Confío el ciudado de mis hijos a José.",FALSE,FALSE
"aproximadamente","Más bien es al contrario: como el precio sólo se realiza en el acto de la compra/venta, es el precio el que expresa <strong>aproximadamente</strong> los valores de cambio incluyendo en ellos además el valor de uso del trabajo: es el presente el que explica y expresa el pasado, no al revés.","La pared mide aproximadamente 15 metros.","Otro",FALSE,FALSE
"supongo","Yo <strong>supongo</strong> que estos dardos envenenados son de confundir el hecho de que la primera oleada del materialismo surgiese en Oviedo y que algunos miembros de nódulo residamos ahora en Oviedo.","Supongo que hay que esperar. (juicio)","Yo no supongo nada para la comunidad. (aportación)",FALSE,FALSE
"por decir algo","Mira... Yo hace un tiempo iba a mi pueblo en burro por un camino sin asfalto y las horas me pasaban tranquilamente con el canto de las cigarras entre los encinares... Ahora voy por el mismo camino <strong>por decir algo</strong>- y ni voy en burro ni apenas oigo a las cigarras de tanta velocidad que llevo por el negro y pestilente asfalto.","Podrías salir a comer, por decir algo. (sugerencia)","Castigaron a Manuel por decir algo ofensivo. (acción)",FALSE,FALSE
"seguramente","Vayamos a Aristóteles, <strong>seguramente</strong> más influyente que su maestro, en términos cuantitativos, a lo largo de la historia; sin dejar de ser otro comentarista; no otro cualquiera, desde luego.","El evento seguramente será un éxito.","Las contraseñas nos permiten navegar la red seguramente.",FALSE,FALSE
"varios","Cuidado con la respuesta, porque aunque como sostiene Jose Mª con toda razón (y perdón por lo de J. M., pero es que como en estos foros leo a <strong>varios</strong> Rodriguez algo, mme confundí sin querer)","Tenemos varios servicios disponibles.","Otro",FALSE,FALSE
"necesariamente","Es esa diferencia de escala lo que impermeabiliza por así decir, las culturas animales de la penetración del espíritu objetivo cuyo recorrido <strong>necesariamente</strong> remite a la historia, la política, etc.","No necesariamente lloverá esta tarde. (no se sabe con certidumbre)","La política está necesariamente conectada a la economía. (inevitablemente)",FALSE,FALSE
"de repente","La segunda corriente, sobre todo después de la caída de Ruiz Giménez como ministro de Educación, se hizo abiertamente hostil al régimen y, <strong>de repente</strong>, descubrió que era demócrata, por lo que no puso reparos (Laín, Tovar, Ridruejo, etc.) en llegar a todo tipo de coaliciones con los enemigos del franquismo (comunistas, socialistas, etc.).","De repente sentí muchas ganas de jugar futbol.","Otro",FALSE,FALSE
"raramente","Un 61% de los entrevistados asegura que ""nunca"" sigue las recomendaciones de la Iglesia Católica en materia de relaciones matrimoniales o de pareja, y un 13,4% expresa que ""<strong>raramente</strong>"" sigue estos consejos; solo un 7,6% afirma ""acatarlos siempre"".","Raramente ceno en ese restaurante.","Otro",FALSE,FALSE
"hay quien","Además estaría bien que situaras la película en un género específico, y no que fueras trasladándolo de uno a otro lugar porque ya no <strong>hay quien</strong> lleve la cuenta.","Hay quien dice que murió ahogado.","Otro",FALSE,FALSE
"alguien","Los que se oponen al Estatut, lo más que persiguen es dejar las cosas como estaban antes del Estatut (porque ahora nos va bien y tenemos las estanterías de los supermercados llenas, diría <strong>alguien</strong> desde la ""felicidad canalla"").","Alguien tendrá que limpiar este desastre. (no se sabe quién)","Carlos es alguien en quien confiar. (se sabe quién)",FALSE,FALSE
"particularmente","Imagen de una aspiración a la diversidad y a lo universal, que nos acerca a América Latina y <strong>particularmente</strong> a México, país que se encuentra en el cruce de hemisferios y de océanos, lazo de unión entre las dos Américas.","Esto no es particularmente divertido.","Otro",FALSE,FALSE
"generalmente","Efectivamente el humanismo no es malo, pero es <strong>generalmente</strong> muy fariseo, muy hipócrita.","Generalmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"quien sabe","Pero dada la cierta ""parálisis"" que estaba sufriendo el foro Animalia me ha dado por practicar la boutade (como aquella clásica de Unamuno: ""¿<strong>quien sabe</strong> si un cangrejo no hace reglas de tres?"") frente a muchas exposiciones que eluden, en plan teológico, este tipo de problemas suponiendo que los hombres están dotados de espíritu (verbo, lenguaje) porque tienen esta ""virtud"" (como aquello de que ""el opio duerme porque...."").","Quién sabe si esto funcione. (incertidumbre)","¿Quién sabe cómo resolver este problema? (buscando alguien)",FALSE,FALSE
"medio","Además, tienen que apaciguar al Dios Sol, que les protege, por <strong>medio</strong> de tales sacrificios.","Juan está medio loco. (poco específico)","Mi asiento es el de en medio. (centro)",FALSE,FALSE
"puede","Y precisamente porque ya no hay URSS y sí hay Estado de Bienestar, el enunciado de Armesilla me huele a gran verdad, porque las cosas fueron así, no pueden ser de otra manera: porque no hay otro mundo posible en el que pudiera haber surgido el Estado de Bienestar por otro camino, porque no se <strong>puede</strong> volver a repetir en el laboratorio la experiencia o el proceso causal para falsarlo o verificarlo, como no se puede ""verificar o falsar"" el teorema de Pitágoras, simplemente puede demostrarse evidenciando la continuidad y la identidad entre la causa y el efecto.","Esta ruta puede ser peligrosa. (posibilidad)","José puede entrar gratuitamente con su credencial de estudiante. (capacidad)",FALSE,FALSE
"quiza","Y desde luego, la guerra de independencia de las colonias americanas, no fue sino un nuevo coletazo de la burguesía de raza y, añadamos, sobre todo de religión protestante contra el despotismo de Jorge III <strong>quiza</strong> en esta ocasión más &lt;&lt;ilustrado&gt;&gt; y &lt;&lt;mercantilista&gt;&gt; que &lt;&lt;filopapista&gt;&gt; o incluso que &lt;&lt;monárquico&gt;&gt;, siendo todo a la vez, pero en fin, este ya sería otro debate.","Quizá sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"parece","El que no <strong>parece</strong> reconocer las contradicciones objetivas eres tú.","Me parece que hay que esperar. (juicio)","Te pareces a tu padre en esta foto. (semejanza)",FALSE,FALSE
"basicamente","La afirmación <strong>basicamente</strong> era correcta.","La película es básicamente una parodia.","Otro",FALSE,FALSE
"quien sabe","Dónde encontraríamos el factor que dotaría de CONTINUÍDAD al proceso de ""autodeterminación para la unión"": en el Ejercito, cuya participación en el proceso sería decisiva (no solo activa sino sobre todo al hacer caso omiso a los mandatos gubernamentales, que, <strong>quien sabe</strong>, podrían ser la aplicación de los artículos 8 y 155 de la Constitución contra las comunidades autonomás rebeladas).","Quién sabe si esto funcione. (incertidumbre)","¿Quién sabe cómo resolver este problema? (buscando alguien)",FALSE,FALSE
"generalmente","Además de su disertación inaugural o lección magistral que pronunció Nietzsche como catedrático de Filología clásica sobre Homero (1869) trataría también en sus lecciones de filología del ""Certámen entre Homero y Hesiodo"" obra atribuida <strong>generalmente</strong> a Alcidamante.","Generalmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"encuentro","He advertido otra inexactitud en mi mensaje: no debería haber dicho ""prolongar"", sino ""seguir"" o ""continuar"": precisamente por eso <strong>encuentro</strong> el suicidio antinatural (la naturaleza no piensa, sigue) y antisocial (la sociedad sólo piensa en seguir).","Lo encuentro un poco cuestionable. (juicio)","Me encuentro en casa de María. (ubicación)",FALSE,FALSE
"algo","Ya no existe ""tierra de nadie"" y tampoco era ""tierra de nadie"" la colonizada por los fundadores de los Estados Unidos o la palestina colonizada por los sionistas, porque en esas tierras había gentes (no sólo animales), que si fueron y son tratados como animales no me parece que sea <strong>algo</strong> digno de aceptarse y de reivindicarse.","Su salud es algo delicada. (se desconoce el grado)","Vi que algo se estaba moviendo. (se conoce la situación, no necesariamente los detalles)",FALSE,FALSE
"hay quien","Podría decirse que la teoría de la evolución darwiniana no está ""cerrada"", porque <strong>hay quien</strong> aún defiende la teoría del diseño inteligente.","Hay quien dice que murió ahogado.","Otro",FALSE,FALSE
"alguno","Nadie puede pagar el 25% del PIB durante 20 años, y Rajoy en lugar de explicar a Europa que España necesita urgentemente una quita, como Grecia, Irlanda o Portugal, sólo piensa en cómo conseguir más dinero de Europa para mantener el botín y el poder, pero ni tiene plan <strong>alguno</strong> ni tiene pensado tenerlo.","Pedro no dejó rastro alguno.","Otro",FALSE,FALSE
"la mayoria","Y <strong>la mayoria</strong> en España es de continuo burlada por aquellos que se llenan la boca con la palabra &lt;democracia&gt;, como si la democracia fuera aquél sistema o forma política que consiste siempre en llevar a cabo las políticas de las minorías adulándolas, apoyándolas y enalteciéndolas.","La mayoría de ustedes me conoce.","Otro",FALSE,FALSE
"un par","Podrían haber ocupado tres horas con el alcalde un dia, tres minutos en otro, para entonces tomar <strong>un par</strong> de semanas sin verlo para nada.","Tengo un par de sugerencias. (no es clara la cantidad, puede ser mayor a dos)","La tercia vence al par en un juego de póquer. (dos)",FALSE,FALSE
"pienso","Aun cuando desde posiciones del Materialismo Filosófico se reconozca como <strong>pienso</strong> que justo es que así sea la proficua labor que estos medios de comunicación desempeñan en la común e inexcusable tarea de defensa razonada de la Nación Española y la salvaguarda de la eutaxia política del Estado Español, no ha de olvidarse, al mismo tiempo, que cualesquiera otros análisis políticos que desde tales grupos ideológicos se emprendan serán, en todo caso, incompatibles con las coordenadas conceptuales del filomat, a no ser con aquella sincrética excrecencia del mismo, felizmente bautizada, no recuerdo por quien en estas mismas páginas, como muñozballestática.","Pienso que hay que esperar. (juicio)","Yo pienso en ti todas las tardes. (acción de pensar)",FALSE,FALSE
"sin duda","Sin embargo, <strong>sin duda</strong> tendrá ciertos efectos, como los tuvo la pasada.","Sin duda el evento será un éxito.","Al terminar la clase, quedé sin duda alguna sobre el material.",FALSE,FALSE
"basicamente","Como verás, en el anterior mensaje contesto <strong>basicamente</strong> a lo que denuncias de la Comunidad de Madrid.","La película es básicamente una parodia.","Otro",FALSE,FALSE
"principalmente","El cine de Hollywood es <strong>principalmente</strong> mitología en acción.","El orégano se usa principalmente como condimento.","Otro",FALSE,FALSE
"esencialmente","Ahora mismo -ojeando a Robin Blackburn lo que dice de lo que pensaba el viejo Moro sobre la Comuna de París: que ""era <strong>esencialmente</strong> un gobierno de la clase obrera""-, se me han saltado las lágrimas y he tenido que parar de escribir... Aún no se si de risa o de pena.","La película es esencialmente una parodia.","Otro",FALSE,FALSE
"alguno","Otra cosa sería que no estemos de acuerdo en alguna de las tesis o proposiciones de <strong>alguno</strong> de los participantes en los foros...pero venir aquí a ""pasar el rato"", sinceramente me parece una falta de respeto intolerable.","Pedro no dejó rastro alguno.","Otro",FALSE,FALSE
"algo","Si es así, evidentemente que eso es la guerra (abierta o latente), civil o interestatal, ya que  la guerra y su resultado nunca son <strong>algo</strong> absoluto  al decir de Clausewitz, y que para los contendientes, por tanto, nada importan anteriores justificaciones o derechos.","Su salud es algo delicada. (se desconoce el grado)","Vi que algo se estaba moviendo. (se conoce la situación, no necesariamente los detalles)",FALSE,FALSE
"un poco","Y, a lo mejor, convenía ""espabilarlos"" <strong>un poco</strong>...","Es un poco atrevido hablarle de esa manera. (juicio)","Preparé un poco de caldo para la comida. (cantidad concreta)",FALSE,FALSE
"un poco","De acuerdo en que la FAES pueda tener publicaciones donde se demuestre mayor lucidez que los homólogos socialistas, como en el caso de El mito de la izquierda, aunque eso se eclipsa con <strong>un poco</strong> de Fukuyama y un mucho de liberalismo políticamente correcto.","Es un poco atrevido hablarle de esa manera. (juicio)","Preparé un poco de caldo para la comida. (cantidad concreta)",FALSE,FALSE
"alguna","Al grano: el cine, al estar primordialmente basado en los foto-gramas y tener una estrecha relación con la foto-grafía vendría a ser un arte superficial sin duda, ya que desde luego no nos podemos ubicar en él como ocurre con el teatro o con la arquitectura, no podemos meternos dentro de la pantalla ni abrir la cabeza de Marlon Brando para verle los sesos...No veo tan claro que la pintura y la escultura sean unas artes superficiales sin relación alguna con la profundidad... y viceversa, no veo como el teatro y la arquitectura sean unas artes profundas sin relación <strong>alguna</strong> con lo superficial.","Alguna pluma habrá caído por la abertura.","Otro",FALSE,FALSE
"sugiero","Denunciar a quienes dijeron que no había negociaciones políticas (lean, lean los documentos incautados al ""comando Donosti""), a los que aseguraban sin enrojecer que Aznar hizo lo mismo, a los que sacaban la foto de las Azores cada vez que se les señalaba la de Patxi López con Otegi, a los que nos contaron las virtudes humanitarias y los efectos salvadores del tratamiento penal a De Juana, por no mencionar a quienes aseguraban que había ""indicios borrosos"" de la voluntad de ETA de dejar próximamente las armas Cuatro podría hacer otro buen reportaje, muy objetivo, sobre este tema y hasta le <strong>sugiero</strong> un título, más triste pero no menos verdadero que el del anterior: ""La victoria de los embusteros"".","Sugiero que esperemos un momento. (juicio)","Sugiero y evoco recuerdos de la infancia al tocar el piano. (indirectamente)",FALSE,FALSE
"relativamente","Largo, <strong>relativamente</strong>, muy condensado en cuanto a sus datos, que son contenidos materiales de la Política REAL, sin los cuales hablar de Teoría Política,a mi juicio, es mero ejercicio de representación metafísica.","Esto debería de ser relativamente sencillo.","Otro",FALSE,FALSE
"podria","2) Aún aceptando esa definición suya, no soy consciente en haber escrito eso ""<strong>podria</strong> ser o no, depende del cristal con que se mire"", etc. en ningún lado; por el contrario le dije, creo que a Rodríguez Pardo, que, por mi parte, de relativismo nada (y desde luego de posmodernismo menos).","Esta ruta podría ser peligrosa. (posibilidad)","Yo podría imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"generalmente","Y respecto, a lo de que lo racional sea real y viceversa, ya te he dicho alguna vez que no sirve de mucho mientras no se determine la realidad (que, para mí, no puede equipararse a la «actualidad»); pues, <strong>generalmente</strong>, por desgracia, es un cuento chino con más o menos visos de racionalidad.","Generalmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"particularmente","Otro asunto es que el Dios de Espinosa es un Dios al que Daniel Vicente Carrillo no podría ofrecer sus dolores de muela (¡que el altísimo le libre de ellos!) como moneda de cambio, al que no podría hacer féliz poniendo un pobre en su mesa estas navidades, o entristecer si su imaginación se dispara ante los sugerentes y sensuales anuncios publicitarios (<strong>particularmente</strong> de perfúmenes) propios de estas fechas.","Esto no es particularmente divertido.","Otro",FALSE,FALSE
"tecnicamente","Pero es que el mercado negro no es lo mismo que el mercado, J Mª, excepto en los <strong>tecnicamente</strong> útiles pero aproximativos, o sea inexistentes físicamente, modelos liberales más sencillos y robustos.","Técnicamente no es una respuesta correcta. (estrictamente)","Los resultados del estudio son técnicamente precisos. (de acuerdo a la técnica)",FALSE,FALSE
"multiples","Esta cuestión de establercer relaciones, empero, puede ser bastante complicada pues, como en la aritmética o en la lógica, existen <strong>multiples</strong> variantes y sólo una insignificante minoría son válidas.","Tenemos múltiples servicios disponibles.","Otro",FALSE,FALSE
"aproximadamente","Desde <strong>aproximadamente</strong> las 5 am, aviones comenzaron a despegar hacia distintos destinos del país.","La pared mide aproximadamente 15 metros.","Otro",FALSE,FALSE
"confio","¿Por qué pueden utilizar esas ""tonterías"" los arquistas y no los anarquistas?... Como ""contraste"", voy a contar otra historia de la que puedo dar fe cual notario y no en la que <strong>confio</strong>, pues es desgraciadamente real y hube de experimentarla boquiabierto y, finalmente, molesto.","Yo confío en que todo saldrá bien. (posibilidad)","Confío el ciudado de mis hijos a José.",FALSE,FALSE
"un poco","Que aun saliendo victoriosa la opción del NO a la Constitución, a nivel de la Unión, seguro que saldrá el SI...el referendum(en España) parece <strong>un poco</strong> absurdo, dadas las circunstancias, a mi juicio.","Es un poco atrevido hablarle de esa manera. (juicio)","Preparé un poco de caldo para la comida. (cantidad concreta)",FALSE,FALSE
"puede","Así que lo único que se <strong>puede</strong> hacer es corregir las disfunciones del mercado para conseguir que el pueblo esté contento.","Esta ruta puede ser peligrosa. (posibilidad)","José puede entrar gratuitamente con su credencial de estudiante. (capacidad)",FALSE,FALSE
"sugiero","Matizando también sobre la puntualización, en lo que a esta cita concreta se refiere, me parece que reducir el marxismo a este autor es un poco simplista, pero en fin, tampoco le doy excesiva relevancia a esta adscripción mía al marxismo politezeriano que se me imputa (por cierto confieso nunca en mi vida creo haber escuchado- si mal no recuerdo- algo sobre el Sr Politzer, con lo que <strong>sugiero</strong> que, hombre, se cite al menos algún texto de Marx o Engels, o cuando menos de Lenin si se usan textos como argumento)","Sugiero que esperemos un momento. (juicio)","Sugiero y evoco recuerdos de la infancia al tocar el piano. (indirectamente)",FALSE,FALSE
"podrias","Igualmente <strong>podrias</strong> haber elogiado a la FAI-CNT.","Podrías considerar otra solución. (posibilidad)","Tú podrías imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"relativamente","En fin, no veo yo conductas excesivamente revolucionarias en esos países, aunque Bolivia pueda ser <strong>relativamente</strong> excepcional.","Esto debería de ser relativamente sencillo.","Otro",FALSE,FALSE
"encuentro","El Seminario permanente de ""Estudios sobre tauromaquias y juegos a caballo"" es un espacio para el <strong>encuentro</strong> académico, la discusión de avances o resultados de investigaciones inéditas y la coordinación para su posible publicación.","Lo encuentro un poco cuestionable. (juicio)","Me encuentro en casa de María. (ubicación)",FALSE,FALSE
"la mayoria","Hay cuerpos canónicos, que sin intervención biotecnológica, mueren como perros sarnosos, en <strong>la mayoria</strong> del globo terráqueo, pero no es por cuestiones filosóficas, morales o técnicas, es simplemente porque son pobres.","La mayoría de ustedes me conoce.","Otro",FALSE,FALSE
"se ve","Por supuesto que es falso, por eso se lo reprochaba yo a Pardo como una indeseable consecuencia de la aceptación por su parte del anterior supuesto, como <strong>se ve</strong> si le añadimos a mis palabras citadas por Pardo, la parte final del párrafo que el elimina:","Se ve como una propuesta interesante. (juicio)","Su casa se ve desde la colina. (ver con los ojos)",FALSE,FALSE
"reducido","Nadie ha «<strong>reducido</strong>» nada, José Manuel; desde el principio he remarcado que esta película es una adaptación del comic, he hablado de Frank Miller y del propósito de su obra.","El espacio para convivir es reducido. (pequeño, pero sin especificar)","Los fondos para el arte se han reducido. (disminuido; bajado)",FALSE,FALSE
"asumo","Sospecho que, tal vez, nuestras diferencias remiten a un distinto uso de los términos ""metafísica"" y ""ontología"", a grandes rasgos <strong>asumo</strong> las precisiones de GB en 'Ensayos Materialistas'.","Yo asumo que me darán un aumento. (posibilidad)","Yo asumo la posición de director. (acción)",FALSE,FALSE
"casi","Muy a mi pesar estoy de acuerdo con <strong>casi</strong> todo lo que exponen.","Casi no hay librerías en el pueblo. (se desconoce la situación)","Casi llego tarde a la junta. (se conoce la situación)",FALSE,FALSE
