hedge,sentence,usage_a,usage_b,gold,hedge_gold
"propongo","Básicamente, estoy de acuerdo con lo que dicen salvo en algún detalle que indicaré, pero no se han atenido a lo que <strong>propongo</strong> como punto de partida y que repetiré por si no quedó claro: Dado que, indiscutiblemente, utopía se refiere a ""lugar"" o ""sitio"", deberíamos empezar por intentar definir este término en situaciones beta.","Propongo que esperemos unos momentos. (juicio)","Propongo una reforma energética a nivel nacional. / Le propongo matrimonio a mi novia esta tarde. (afirmando una acción)",FALSE,FALSE
"deberias","Pues <strong>deberias</strong> haber deducido lo contrario: que el MF es compatible con ese ""capitalismo sin justificaciones particularistas de clase"", es decir, con un capitalismo sin capitalistas y sin capital, que son sus ""justificaciones particularistas"" suyas.","Deberías considerar otra solución.","Tu deberías imaginar un mundo sin violencia.",FALSE,FALSE
"ocasionalmente","importa ganar, sino que aspiro a tener razón; de modo que, aunque <strong>ocasionalmente</strong>","Ocasionalmente visito a mis tíos en España.","Otro",FALSE,FALSE
"tal vez","Me ha sido útil, pero me resulta insuficiente (no incompleto <strong>tal vez</strong>).","Tal vez sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"probablemente ","La manifestación del sábado ha rebasado todas las expectativas, no sólo por el número de asistentes, <strong>probablemente </strong>en torno al millón, sino por la ausencia de kale boroka y de las rojas banderas del totalitarismo y de la estúpida bandera republicana: esas violencias y esas banderas anticonstitucionales con las que tan a gusto ha estado siempre el de las ansias infinitas de paz, el violento presidente que ha extendido por toda España el clima de vulneración de la ley mediante hechos consumados y kale borroka impuestos en las Vascongadas por los terroristas y sus cómplices separatistas.","Probablemente sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"la mayoria","Ah, por cierto, en cuanto al dominio de primer nivel TK (de la isla de Tokelau, en el Pacífico), que es gratuito, ya lleva varios años funcionando y ha superado con creces a los dominios de <strong>la mayoria</strong> de los países, incluido el ES.","La mayoría de ustedes me conoce.","Otro",FALSE,FALSE
"bastante","Y aun más en boca de Muñoz Ballesta, un autor al que yo creía <strong>bastante</strong> cercano a las posiciones del materialismo filosófico (en el plano emic, claro).","Hay bastante trabajo por hacer.","Otro",FALSE,FALSE
"tal vez","Al parecer la alianza de civilizaciones ya se está produciendo por la base económica al estar los bancos promocionando y aliándose con las financas islámicas, así que el choque sería superestructural o fenoménico, algo ha superar pues ya se sabe que el dinero nos iguala a todos: Los seguidores de los partidos del choque de civilizaciones <strong>tal vez</strong> no sepan que los bancos con los que hacen negocios están adaptando sus finanzas a la ley islámica.","Tal vez sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"por decir algo","Mira... Yo hace un tiempo iba a mi pueblo en burro por un camino sin asfalto y las horas me pasaban tranquilamente con el canto de las cigarras entre los encinares... Ahora voy por el mismo camino <strong>por decir algo</strong>- y ni voy en burro ni apenas oigo a las cigarras de tanta velocidad que llevo por el negro y pestilente asfalto.","Podrías salir a comer, por decir algo. (sugerencia)","Castigaron a Manuel por decir algo ofensivo. (acción)",FALSE,FALSE
"pienso","Despues de leer este parrafo de G.Albiac, <strong>pienso</strong> que el debate crucial se situa en unas posiciones extremas en las que poco importa a que partido se escoja.","Pienso que hay que esperar. (juicio)","Yo pienso en ti todas las tardes. (acción de pensar)",FALSE,FALSE
"aproximadamente","En ese libro se cita por ejemplo a John Elliott para hablar del oro y la plata trasladados a España, ignorando y ninguneando (porque no le conviene a sus propias tesis, es evidente) que el propio Elliott señala que, desde el principio de la colonización americana, el mercado era bidireccional, es decir, que se enviaba a cambio de los metales medios para la subsistencia de los habitantes del Nuevo Mundo; además, el patrón de la economía entonces era el oro, no la plata, y teniendo en cuenta que la desproporción entre el oro y la plata extraídos de América era <strong>aproximadamente</strong> de 1 a 100 (sólo el uno por ciento del oro respecto a la plata), era necesario cambiar los valores de plata y hacerlos circular para que generaran riqueza y permitieran la construcción de ciudades y vías de comunicación en el Nuevo Mundo.","La pared mide aproximadamente 15 metros.","Otro",FALSE,FALSE
"rara vez","Los escolásticos en sus tratados de trascendencia <strong>rara vez</strong> mencionan a los gremios, pero cuando lo hacen no es para elogiar sus políticas humanitarias sino para culparlos por sus prácticas monopolísticas.","Rara vez ceno en ese restaurante.","Otro",FALSE,FALSE
"bastante","Estimados contertulios: Parece lo suficientemente probado que la Segunda República Española fue un régimen en el que las libertades públicas estaban <strong>bastante</strong> recortadas y que por su carácter sectario llevó a España a la guerra civil.","Hay bastante trabajo por hacer.","Otro",FALSE,FALSE
"supongo","Aunque después de la explicación e ilustración de Jose Manuel, y en especial la contribución de Rodriguez Vega <strong>supongo</strong> que le quedará más claro.","Supongo que hay que esperar. (juicio)","Yo no supongo nada para la comunidad. (aportación)",FALSE,FALSE
"principalmente","El delito ético atenta primero y <strong>principalmente</strong> contra los individuos humanos y el delito político, contra el Estado.","El orégano se usa principalmente como condimento.","Otro",FALSE,FALSE
"generalmente","Los mensajeros despachados por ¿? como comisario político, a los Partidos Comunistas de los países extranjeros establecen un contacto continuo entre estos y la ¿?, que les proporciona pasaportes, los envía a direcciones seguras y establece <strong>generalmente</strong> actos de unión permanente entre las oficinas de ¿? y estos agentes políticos residentes en el extranjero.","Generalmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"gran parte","Por otro, recuperar <strong>gran parte</strong> de lo que hoy es Gibraltar -aeropuerto incluído - y que no aparecía contemplado en el Tratado, sino que fue usurpado aprovechando la cesión temporal de terrenos debido a las PESTES de la primera mitad del s.","Una gran parte de ustedes me conoce.","Otro",FALSE,FALSE
"alguien","Hasta tal punto es así que en medio de la exhibición puede contemplarse una veleta de hierro francesa en forma de gallo, del siglo XIX, que <strong>alguien</strong> podría opinar que canta -y nunca mejor dicho- en el conjunto.","Alguien tendrá que limpiar este desastre. (no se sabe quién)","Carlos es alguien en quien confiar. (se sabe quién)",FALSE,FALSE
"casi","Esto es especialmente cierto en los estados de ciudades italianas y en los Reichsstade <strong>casi</strong> independientes de Alemania.","Casi no hay librerías en el pueblo. (se desconoce la situación)","Casi llego tarde a la junta. (se conoce la situación)",FALSE,FALSE
"un par","Apreciados y ocultos contertulios, no quisiera dejarme en el tintero <strong>un par</strong> de cuestiones que a una mente tardo ""oligofrénica"" como la mía ha de meditar con más tiempo.","Tengo un par de sugerencias. (no es clara la cantidad, puede ser mayor a dos)","La tercia vence al par en un juego de póquer. (dos)",FALSE,FALSE
"medio","Meter estos temas por en <strong>medio</strong> del lío de la discusión es triste e inútil.","Juan está medio loco. (poco específico)","Mi asiento es el de en medio. (centro)",FALSE,FALSE
"confio","Me parece muy bien su &lt;&lt;crítica a la ideología propagandística&gt;&gt;; estoy de acuerdo con todo lo que vd sostenía frente a Eaco, y <strong>confio</strong> que su participación en liberalismo.org","Yo confío en que todo saldrá bien. (posibilidad)","Confío el ciudado de mis hijos a José.",FALSE,FALSE
"puede","Gran Hermano es una reverenda porquería...¿Decir esto <strong>puede</strong> ofender?","Esta ruta puede ser peligrosa. (posibilidad)","José puede entrar gratuitamente con su credencial de estudiante. (capacidad)",FALSE,FALSE
"frecuentemente","Véase pues si todo esto es ""indemostrable"": Cuando dos no quieren no hay amor (amabilis).................. Decía Julien Freund: &lt;La necesidad, absolutamente fundamental, de considerar lo peor se ignora <strong>frecuentemente</strong>, más aún, se menosprecia, precisamente por razones ideológicas.","Mis padres me visitan frecuentemente.","Otro",FALSE,FALSE
"tal vez","Y sí, sí, sí... <strong>tal vez</strong> podemos &lt;&lt;concebir&gt;&gt; esta capacidad política, también, en los Estados iberoamericanos, pero en un segundo lugar... bastante menos, quiero decir, que en los propios EUA.","Tal vez sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"quien sabe","Nos habría llevado a un conflicto similar al del Ulster, o <strong>quien sabe</strong> si peor.","Quién sabe si esto funcione. (incertidumbre)","¿Quién sabe cómo resolver este problema? (buscando alguien)",FALSE,FALSE
"medio","Si el Estado cumple o no cumple con sus funciones (lo bastante como para que este gobierno distáxico lleva las cosas a su carril neoliberal y dictatorial), lo podemos ver si Felipe coge un gatito o un perrito y lo degüella a la una del mediodía en <strong>medio</strong> de la Puerta del Sol.","Juan está medio loco. (poco específico)","Mi asiento es el de en medio. (centro)",FALSE,FALSE
"relativamente","Los ingleses se han intercalado con éxito <strong>relativamente</strong> tarde, desde 1570, en la época de los grandes descubrimientos.","Esto debería de ser relativamente sencillo.","Otro",FALSE,FALSE
"propongo","Por otra parte no la <strong>propongo</strong> que se vuelva autoritaria ni que empiece a considerarse sagrada; habría que volver, más bien, a lo de la teología doctrinal para entender lo que quiero decirles, pues sé que la democratización de la Iglesia supondría su fin, pero no es ese el problema de la CNT, sino, precisamente el contrario: lo que ésta ha de hacer es dogmatizarse, ser consciente de que sus cuatro ideas básicas e intemporales no son, como parecen a menudo, utópicas, sino que conforman una creencia cambiadora que no debe cambiar ella nunca, pero sí todo lo que la rodea: como hace la Iglesia: reformarse eternamente sin variar en lo sustancial.","Propongo que esperemos unos momentos. (juicio)","Propongo una reforma energética a nivel nacional. / Le propongo matrimonio a mi novia esta tarde. (afirmando una acción)",FALSE,FALSE
"espero","¡Dios, qué Cruz! (otra vez con el permiso de Daniel Vicente, que <strong>espero</strong> que esta vez tenga más desarrollado el sentido de la ironía, que no captó en mi último mensaje)","Espero que todo salga bien. (posibilidad)","Espero tu respuesta antes del Lunes. (orden)",FALSE,FALSE
"principalmente","me sorprende notablemente la cierta carga de virulencia de la respuesta de José M. Pardo, sobre todo cuando creo que no hay nada que la justifique en modo alguno, <strong>principalmente</strong> en lo que se refiere a las alternativas a las que me he referido antes.","El orégano se usa principalmente como condimento.","Otro",FALSE,FALSE
"entiendo","Esto no lo entiendo bien, y en lo que <strong>entiendo</strong> no lo comparto.","Como yo lo entiendo, me quedaré en tu casa mañana. (juicio)","Yo entiendo la tarea de matemáticas. (comprensión)",FALSE,FALSE
"frecuentemente","Sean cuales sean las otras características de la ideología, es también y hasta <strong>frecuentemente</strong> un medio de encontrar un gran número de complicidades con poco gasto y en las condiciones que parezcan menos deshonrosas moralmente... (Así, por ejemplo, se esgrime el victimismo de la inocente Cataluña por medio del `expolio tributario´ por parte de el Estado, haciendo pasar la supuesta injusticia de la desigualdad de las regiones o Comunidades Autónomas a puesto relevante dejando maliciosamente en el olvido que la igualdad tributaria sólo lo puede ser entre ciudadanos, entre personas, que son las que únicamente pagan y sobre las que únicamente tiene sentido el concepto de igualdad y el derecho a la igualdad.)","Mis padres me visitan frecuentemente.","Otro",FALSE,FALSE
"seguro","Estoy muy <strong>seguro</strong>, que para conseguir sus fines maléficos, el mismisimo Sr. Carod usaría de los mismos argumentos que Felipe; y ciertamente, entre vosotros dos no es necesario que decida la fuerza, ya que para eso, para evitar vuestra arbitrariedad está la Soberanía, el Estado.","El evento seguro será un éxito.","No es seguro caminar por estas calles.",FALSE,FALSE
"generalmente","El problema hoy y siempre, es que esas masas, <strong>generalmente</strong> son de borregos y es claro que los demagogos, saben que con unos cuantos perros amaestrados y el oportuno pienso y entretenimientos, estos rebaños son apacentados, esquilados y suministradores de las proteínas que necesitan los amos que en caso de ser insaciables, surgirán el otro tipo de demagogo sanguinario, que suele convertir a los borregos en lobos pero que en manadas descontroladas o hábilmente dirigidas, producen las masacres y cambios, que luego resultan; que siempre es algo así, como un volver a empezar; por ello y a mi entender, ninguna revolución solucionó nada y las islámicas, menos.","Generalmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"principalmente","La cuestión es que muchos economistas llaman así a los escolásticos tardíos de Salamanca, <strong>principalmente</strong> de Salamanca (los hay de Évora, de Italia, etc.) La podemos llamar Scholastic Economics como hace De Rover, ya que no hace el nombre a la cosa sino la cosa al nombre.","El orégano se usa principalmente como condimento.","Otro",FALSE,FALSE
"sin duda","Su autoría era compartida porque <strong>sin duda</strong> en El Quijote estaban elementos presentes en (¿copiados de?) otras obras de la época.","Sin duda el evento será un éxito.","Al terminar la clase, quedé sin duda alguna sobre el material.",FALSE,FALSE
"seguido","Claro que para esto hay que haber leído historias pequeñitas..., concédeme pues, el haber ojeado cuando menos a Herodoto y preguntarme el por qué nada más comenzar sus libros se justifica diciéndonos que él escribe para que no llegue a desvanecerse con el tiempo la memoria de los hechos públicos de los hombres y sus maravillosas hazañas... Parece que la finalidad de Herodoto es únicamente la memoria o el conservar esa memoria y nada más, aunque a renglón <strong>seguido</strong> culpe de todos los males a los fenicios (y la culpa ya es un propósito político, polémico, lleno de prólepsis).","Mis padres me visitan muy seguido.","Otro",FALSE,FALSE
"imagino","ZP me <strong>imagino</strong> que seguirá ante la noticia en Babia...).","Imagino que hay que actuar cuanto antes. (juicio)","Imagino un mundo sin violencia. (capacidad)",FALSE,FALSE
"debe","alumnos a quienes pienso que se les debía y <strong>debe</strong> la verdad, por muy rojos que","Debe de ser difícil para tu familia.","La casa debe construirse en dos semanas.",FALSE,FALSE
"podria","Y <strong>podria</strong> haberle espetado: ""¿es que con su ""moral guerrera"" usted está dispuesto a permitir que estos niños sufran de esta manera?","Esta ruta podría ser peligrosa. (posibilidad)","Yo podría imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"confio","Ni en el Reino; <strong>confio</strong> en el reino que es capaz de poner al rey en su sitio cuando hace falta.","Yo confío en que todo saldrá bien. (posibilidad)","Confío el ciudado de mis hijos a José.",FALSE,FALSE
"no se","Si los jóvenes tomaran alcohol en privado, el Estado <strong>no se</strong> escandalizaría de ello.","No sé si sea la mejor idea. (incertidumbre)","Esto no se puede hacer en menos de una hora. (negación)",FALSE,FALSE
"diria","Hay un interesantísimo artículo en la sección AVERIGUADOR, de Proyecto de Filosofía en Español, sobre el francés André Mattelart, sociólogo y más bien <strong>diria</strong> yo que ideólogo y supuestamente especialista en asuntos de medios de comunicaciónn y su impacto sobre las diversas sociedades políticas...","Yo diría que hay que esperar. (juicio)","Mi padre diría que eso está mal. (acción)",FALSE,FALSE
"deberias","Para el asunto del cerebro me parece que más <strong>deberias</strong> fijarte en lo &lt;proximal&gt; y lo &lt;distal&gt; que no en lo de apotético/paratético que parece más adecuado a la etología o a la conducta social en general.","Deberías considerar otra solución.","Tu deberías imaginar un mundo sin violencia.",FALSE,FALSE
"quien sabe","Y <strong>quien sabe</strong> si no lo son.","Quién sabe si esto funcione. (incertidumbre)","¿Quién sabe cómo resolver este problema? (buscando alguien)",FALSE,FALSE
"siento","No me interesan las inocentadas, lo <strong>siento</strong>.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"seguido","Y el PP, acostumbrado a la inercia creada por ellos mismos, ha <strong>seguido</strong> como si todo fuera igual, como si siguieran ellos en el gobierno.","Mis padres me visitan muy seguido.","Otro",FALSE,FALSE
"esencialmente","Por eso la teología de los católicos permite la inversión teológica misma que consiste <strong>esencialmente</strong> y primero en un panteísmo que a la postre elimina a Dios y nos deja a secas con la grosera materia y su movimiento.","La película es esencialmente una parodia.","Otro",FALSE,FALSE
"hay quien","El problema es que así no <strong>hay quien</strong> pueda hablar con claridad y distinción.","Hay quien dice que murió ahogado.","Otro",FALSE,FALSE
"mas o menos","La Historia, mira hacia el pasado, busca un influjo en el que no poder influir y, como ha de hacerlo por o para algo, <strong>mas o menos</strong> inconsciente, implica reacción a esos planes y programas.","Me dijeron más o menos qué tengo que hacer. (poco específico)","Usa más o menos azúcar de acuerdo a tu gusto. (cantidad concreta)",FALSE,FALSE
"asumo","Que ""no están todos los que son"" lo <strong>asumo</strong> plenamente,pero que la locura sea una ficción no.","Yo asumo que me darán un aumento. (posibilidad)","Yo asumo la posición de director. (acción)",FALSE,FALSE
"raramente","Un 61% de los entrevistados asegura que ""nunca"" sigue las recomendaciones de la Iglesia Católica en materia de relaciones matrimoniales o de pareja, y un 13,4% expresa que ""<strong>raramente</strong>"" sigue estos consejos; solo un 7,6% afirma ""acatarlos siempre"".","Raramente ceno en ese restaurante.","Otro",FALSE,FALSE
"poco","Desde luego, si lo que pretendías era mostrar el uso que el Gobierno hace de esto de las tribus, <strong>poco</strong> hay que discutir, pero como hay más «que no se quiere contar», pensé que no vendría mal advertirlo.","Sería poco prudente hablarle de esa manera. (juicio)","Hay poco gente en el público. (cantidad concreta)",FALSE,FALSE
"aparentemente","La ley también está escrita en español para los indios, para que dejen de ser y de hacer el indio y sean por completo argentinos como antes fuerón considerados españoles...la estratagema consiste en darles <strong>aparentemente</strong> su autonomía para hacerles dejar de ser argentinos: el Estado se destataliza, se hace el harakiri en pro del neoliberalismo.","Aparentemente habrá un concierto esta tarde. (parece que)","Otro",FALSE,FALSE
"relativamente","En esto particularmente, la inteligencia política española se mostraba, hasta hace <strong>relativamente</strong> poco, radicalmente realista, pues los escritores españoles habían afrontado por su cuenta, especialmente durante los años 1940, la tarea de erigir, no ya un régimen nuevo, sino otra forma política recién incoada y situada históricamente allende las fronteras de la estatalidad.","Esto debería de ser relativamente sencillo.","Otro",FALSE,FALSE
"quien sabe","En la concepción tradicional griega, que en parte prefigura a la auctoritas romana, <strong>quien sabe</strong> debe gobernar.","Quién sabe si esto funcione. (incertidumbre)","¿Quién sabe cómo resolver este problema? (buscando alguien)",FALSE,FALSE
"debe","Es muy interesante lo que se dice y creo que hay algo que <strong>debe</strong> tomarse en cuenta, la libertad siempre será una vision personal y subjetiva de cada individuo y el Estado democrático tiene la obligación (y la conveniencia) de educar en ello al pueblo.","Debe de ser difícil para tu familia.","La casa debe construirse en dos semanas.",FALSE,FALSE
"alguien","Si <strong>alguien</strong> piensa que tiene acceso directo a ""la verdad"", toda otra alternativa sólo puede interpretarse como errores, pecados o crímenes.","Alguien tendrá que limpiar este desastre. (no se sabe quién)","Carlos es alguien en quien confiar. (se sabe quién)",FALSE,FALSE
"particularmente","""Las consecuencias han sido dolorosas y las empresas extranjeras, <strong>particularmente</strong> de Europa y Estados Unidos, son las responsables.""","Esto no es particularmente divertido.","Otro",FALSE,FALSE
"supongo","Si es así <strong>supongo</strong> que tus intereses son comunes con algunos otros...Parece que en esto no seas muy diferente de la multitud, que se mueve por cosas que parecen ser, que no por cosas que son.","Supongo que hay que esperar. (juicio)","Yo no supongo nada para la comunidad. (aportación)",FALSE,FALSE
"generalmente","Como sabes, <strong>generalmente</strong> se suele dar la custodia de facto a la madre, con un régimen de visitas para padre.","Generalmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"frecuentemente","Si la violencia se entiende <strong>frecuentemente</strong> como fuerza contra el orden, esto se debe a que se olvida que ese orden, a su vez, es el resultado de una violencia.","Mis padres me visitan frecuentemente.","Otro",FALSE,FALSE
"encuentro","Y si <strong>encuentro</strong> un par de arañas...las pondré a pelear como hacía mi amable Espinosa...a ver como se decapitan las unas a las otras...al fin y al cabo, esto del derecho es conforme a cada cual su poder (Espinosa.","Lo encuentro un poco cuestionable. (juicio)","Me encuentro en casa de María. (ubicación)",FALSE,FALSE
"alguna","A las que espero encontrar respuesta en <strong>alguna</strong> parte.","Alguna pluma habrá caído por la abertura.","Otro",FALSE,FALSE
"bastantes","Gracias a la técnica moderna se abren hoy en nuestro planeta mismo <strong>bastantes</strong> espacios nuevos, sin que haga falta marcharse inmediatamente para el cosmos.","Hay bastantes cosas por hacer.","Otro",FALSE,FALSE
"entiendo","Por eso traigo a la arena la abstracción; que <strong>entiendo</strong> como una inmaterialización de la materia seguida de una rematerialización que es la forma propiamente dicha (tanto un sonido como una letra son materia).","Como yo lo entiendo, me quedaré en tu casa mañana. (juicio)","Yo entiendo la tarea de matemáticas. (comprensión)",FALSE,FALSE
"particularmente","La izquierda indefinida, <strong>particularmente</strong> el híbrido humanista entre socialdemocracia, anarquismo y postmarxismo, ha abrazado los postulados ideológicos típicos del Antiguo Régimen, y de ahí su alianza con el Islam y el neofeudalismo étnico.","Esto no es particularmente divertido.","Otro",FALSE,FALSE
"sugiero","¿Por qué sugiero (y sólo <strong>sugiero</strong>) que se concibe mucho menos, en Iberoamérica, una capacidad política para encarnar una séptima generación de la Izquierda?","Sugiero que esperemos un momento. (juicio)","Sugiero y evoco recuerdos de la infancia al tocar el piano. (indirectamente)",FALSE,FALSE
"raramente","O sea que, si bien da lugar a vida, <strong>raramente</strong> surge otra forma de vida; más bien se multiplica a sí misma.","Raramente ceno en ese restaurante.","Otro",FALSE,FALSE
"seguido","El liberalismo ha <strong>seguido</strong> progresando, a pesar de todas las críticas mucho más razonables que él que se le han opuesto.","Mis padres me visitan muy seguido.","Otro",FALSE,FALSE
"seguro","No tiene por qué ser esta civilización nuestra la última... De lo que sí estoy muy <strong>seguro</strong> es de que esta especie nuestra no evoluciona ni evolucionará hacia algo mejor... de que el hombre será siempre el que es: individualista y sociable, glotón y frugal, pendenciero y pacífico, egoísta y altruista, religioso y ateo, lascivo y pecato beato... Y que por tanto, todo -más pronto o más tarde-, vuelve a las mismas andadas, a la misma y semiorganizada hecatombe, a Totalidades universales malogradas por ser estas totalidades puros imposibles.","El evento seguro será un éxito.","No es seguro caminar por estas calles.",FALSE,FALSE
"un par","Algo así intentaba yo expresar más arriba hace <strong>un par</strong> de comentarios de un modo un tanto torpe, me temo.","Tengo un par de sugerencias. (no es clara la cantidad, puede ser mayor a dos)","La tercia vence al par en un juego de póquer. (dos)",FALSE,FALSE
"hay quien","Que sus dirigentes saben mucho de propaganda y de marear la perdiz no <strong>hay quien</strong> lo dude.","Hay quien dice que murió ahogado.","Otro",FALSE,FALSE
"generalmente","""La diferencia distintiva entre las sociedades naturales y las sociedades políticas estriba, según esto, en que mientras que en las sociedades naturales, definidas por la convergencia o adaptación mutua de patrones distintos de las partes sociales, la divergencia es individual y, en consecuencia, el control social coactivo tiene la forma de una presión <strong>generalmente</strong> muy dura, salvaje, sobre los individuos que no se someten a la norma, en las sociedades políticas que definiremos como sociedades divergentes, en lo que concierne a los objetivos mismos de sus partes sociales, el control ha de ser ya un control político encomendado a órganos especializados y diferenciados en diverso grado del resto de la sociedad.""","Generalmente no salgo los jueves por la tarde.","Otro",FALSE,FALSE
"confio","No <strong>confio</strong> en la democracia representativa; no me la creo, así de sencillo.","Yo confío en que todo saldrá bien. (posibilidad)","Confío el ciudado de mis hijos a José.",FALSE,FALSE
"supongo","Estas aportaciones <strong>supongo</strong> que tendrán que venir, por ejemplo, de quienes estén en mejores condiciones que yo para exponer y clasificar las interpretaciones de la obra cervantina que habrá que enfrentar y a las que habremos de enfrentarnos.","Supongo que hay que esperar. (juicio)","Yo no supongo nada para la comunidad. (aportación)",FALSE,FALSE
"un poco","Vea usted <strong>un poco</strong> el canal Fashion TV y se dará cuenta cómo hay de todo según el diseñador de moda.","Es un poco atrevido hablarle de esa manera. (juicio)","Preparé un poco de caldo para la comida. (cantidad concreta)",FALSE,FALSE
"podria","Porque hubo siempre un hilo de comunicación más allá de lo que <strong>podria</strong> ser un accidente, en este caso tan grave como lo que ocurrió.","Esta ruta podría ser peligrosa. (posibilidad)","Yo podría imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"no se","Y, para ser consecuentes, también habrá «ciudadanos vascos» (como decía Batasuna por medio de uno de sus nombres-tapadera) y en consecuencia habrá que realizar un boicot global a los productos vascos para que espabilen y dejen de sentir miedo (<strong>no se</strong> lo que pensará Íñigo Ongay de semejante acción), y lo mismo con los productos que fabrican los «ciudadanos gallegos», etc.","No sé si sea la mejor idea. (incertidumbre)","Esto no se puede hacer en menos de una hora. (negación)",FALSE,FALSE
"se ve","Por lo que <strong>se ve</strong>, las empresas gestoras de transportes ferroviarios, se va a ver en poco tiempo en la misma manera de gestionar: una empresa privada.","Se ve como una propuesta interesante. (juicio)","Su casa se ve desde la colina. (ver con los ojos)",FALSE,FALSE
"se ve","O ya hemos llegado al comunismo y yo con estos pelos, o ya hemos llegado a su ""modelo"" -el de Marx- que era por lo que <strong>se ve</strong> el modelo del Mercado pletórico y del capitalismo triunfante hasta en la China comunista.","Se ve como una propuesta interesante. (juicio)","Su casa se ve desde la colina. (ver con los ojos)",FALSE,FALSE
"necesariamente","Precisamente lo que quise dar a entender allí es que pedir hoy un nuevo proceso constituyente, de manera inminente, tal y como ellos proponen, es darle alas al secesionismo, pues tal proyecto sólo podría tener alguna posibilidad de echar a andar apoyándose <strong>necesariamente</strong> en aquellos que impugnan con más ardor aún que ellos la actual Constitución, esto es, los que matan y los que los apoyan, aunque no lo quieran reconocer.","No necesariamente lloverá esta tarde. (no se sabe con certidumbre)","La política está necesariamente conectada a la economía. (inevitablemente)",FALSE,FALSE
"aparentemente","Quizá este sea el foro donde discutir civilizadamente y proponer nuevas ilusiones, porque cada vez que vuelvo a España veo más riqueza <strong>aparentemente</strong> al menos y menos alegría de vivir.","Aparentemente habrá un concierto esta tarde. (parece que)","Otro",FALSE,FALSE
"tal vez","Muchos votarán en clave local, pero muchos más <strong>tal vez</strong> votarán en clave española nacional.","Tal vez sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"reducido","Peor para el muy sinvergüenza, no sólo se buscará problemas con la Ley, sino que se verá <strong>reducido</strong> el beneficio distribuible de la empresa.","El espacio para convivir es reducido. (pequeño, pero sin especificar)","Los fondos para el arte se han reducido. (disminuido; bajado)",FALSE,FALSE
"seguramente","Una de las primeras cosas que se comentaron fue la relativa impertinencia de aplicar este tema de la causalidad a este problema del huracán Katrina, aun así, yo te mostré cómo hacerlo, pero la cosa no te quedó clara, <strong>seguramente</strong> porque resultaba que había que echarle la culpa a Bush y a la guerra de Iraq, como se vió en tu siguiente mensaje.","El evento seguramente será un éxito.","Las contraseñas nos permiten navegar la red seguramente.",FALSE,FALSE
"seguramente","En este terreno (cuando de verdad se ponen en juego sus ambiciones, su persona) <strong>seguramente</strong> estuviera dispuesto a matar, y mucho más si se trata de ir contra el PP.","El evento seguramente será un éxito.","Las contraseñas nos permiten navegar la red seguramente.",FALSE,FALSE
"poco","También es cierto que la fuerza de trabajo de los inmigrantes mejicanos ilegales resulta necesaria a efectos basales en California, etc... Lo que no me parece tan acertado es negar la integración de la población hispana en las capas conjuntivas y corticales :entre otras cosas el general que comanda los ejércitos imperiales en Irak es hispano, como son hispanos también personalidades tan relevantes como puedan serlo Otto Reich o los ""gusanos"" que desde Miami encarrilan la política de EUA hacia Cuba... ( por cierto que a estos ""gusanos"" también se ha dirigido el Emperador hace bien <strong>poco</strong>, y también en español).Sucede algo hasta cierto punto similar en lo que concierne a otra de las ""minorías"" que componen la ciudadanía del Imperio: los negros.","Sería poco prudente hablarle de esa manera. (juicio)","Hay poco gente en el público. (cantidad concreta)",FALSE,FALSE
